dist_code,month,sector,investment in cr,number_of_employees
15_1,01-Mar-22,Plastic and Rubber,12.88,125
23_3,01-Dec-22,Engineering,7.84,124
17_2,01-Dec-20,Food Processing,111.88,123
17_2,01-Oct-22,Engineering,9.25,123
17_2,01-Jun-19,Pharmaceuticals and Chemicals,1.09,122
14_1,01-Dec-19,Engineering,13.69,121
23_3,01-Feb-20,Pharmaceuticals and Chemicals,7.15,121
15_1,01-Mar-23,Electrical and Electronic Products,6.98,121
17_3,01-May-19,Food Processing,35.21,120
15_1,01-Feb-20,Pharmaceuticals and Chemicals,11.53,120
21_2,01-Mar-20,Textiles,5.7,120
21_2,01-Jul-20,Textiles,5.7,120
17_2,01-Sep-20,Food Processing,0.93,120
17_2,01-Sep-20,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",50,120
21_5,01-Oct-20,Food Processing,2.06,120
18_2,01-Nov-20,Solar and Other Renewable Energy,764.49,120
23_3,01-Mar-21,Pharmaceuticals and Chemicals,69,120
17_2,01-Mar-21,Food Processing,6.37,120
17_2,01-May-22,Engineering,8.78,120
15_2,01-Jul-22,Electrical and Electronic Products,6.8,120
20_1,01-Jul-22,Granite and Stone Crushing,4.87,120
14_1,01-Dec-22,Textiles,28.1,120
15_1,01-Oct-20,Plastic and Rubber,10.11,119
20_1,01-Dec-21,Granite and Stone Crushing,8.6,118
20_4,01-Sep-19,Food Processing,0.9,117
15_2,01-Oct-21,Plastic and Rubber,10.07,117
15_1,01-Oct-21,Engineering,22.67,116
17_2,01-Dec-19,Pharmaceuticals and Chemicals,78.28,115
17_1,01-Oct-20,Food Processing,6.68,115
23_1,01-Apr-21,Engineering,10.59,115
14_1,01-Apr-21,Food Processing,3.13,115
15_1,01-Feb-22,Granite and Stone Crushing,4.36,115
17_3,01-Mar-22,Agro based incl Cold Storages,1.04,115
23_3,01-Oct-22,Engineering,13.26,115
23_3,01-Oct-22,Paper and Printing,4.58,115
15_1,01-Feb-23,Food Processing,9.35,115
15_1,01-Sep-21,Engineering,42.02,114
15_1,01-Jan-22,Plastic and Rubber,12.43,114
15_2,01-Jul-20,Pharmaceuticals and Chemicals,46.12,113
15_2,01-Aug-21,Plastic and Rubber,6.3,113
17_2,01-Jan-23,Pharmaceuticals and Chemicals,50.56,113
17_2,01-Oct-19,Pharmaceuticals and Chemicals,13.12,112
15_2,01-Dec-19,R&D,5.56,112
15_2,01-Jan-20,R&D,10.35,112
23_3,01-Feb-21,Granite and Stone Crushing,6.72,112
17_1,01-Jun-21,Pharmaceuticals and Chemicals,32.08,112
15_2,01-Oct-19,Paper and Printing,11.35,111
19_4,01-Feb-20,Paper and Printing,65,111
15_2,01-Oct-20,Food Processing,9.89,111
21_2,01-Apr-21,Food Processing,2.84,111
15_1,01-Apr-22,Pharmaceuticals and Chemicals,4.5,111
20_1,01-Jul-20,Granite and Stone Crushing,3.87,110
15_2,01-Jan-21,Plastic and Rubber,7.92,110
15_2,01-Jan-21,Solar and Other Renewable Energy,0.48,110
15_2,01-Jul-22,Others,22.28,110
15_1,01-Sep-22,Wood and Leather,17.38,110
15_1,01-Oct-22,Agro based incl Cold Storages,0.75,110
15_2,01-Mar-20,Paper and Printing,13.86,109
15_3,01-Oct-21,Engineering,10.22,109
17_3,01-Jul-22,Food Processing,27.04,109
17_3,01-Sep-22,R&D,0.9,109
15_1,01-Sep-22,Pharmaceuticals and Chemicals,25.5,109
15_2,01-Jun-19,Plastic and Rubber,4.9,108
17_2,01-Oct-19,Engineering,5.35,108
23_3,01-Aug-21,Engineering,6.42,108
17_1,01-Feb-23,Engineering,40.24,108
17_2,01-Sep-19,R&D,28.95,107
20_1,01-Jun-20,Granite and Stone Crushing,6.63,107
17_2,01-Jul-21,Plastic and Rubber,16.32,107
15_2,01-Nov-21,Plastic and Rubber,3.8,107
15_2,01-May-20,Food Processing,28.75,106
21_2,01-Sep-20,Electrical and Electronic Products,6.32,106
17_2,01-Feb-22,Others,18.64,106
21_3,01-Apr-22,Food Processing,24.25,106
15_2,01-Aug-19,Pharmaceuticals and Chemicals,15.05,105
20_1,01-Sep-19,Engineering,0.42,105
15_2,01-Nov-19,Textiles,0.24,105
15_1,01-Dec-20,Pharmaceuticals and Chemicals,1.49,105
23_3,01-Dec-21,Engineering,12.23,105
20_1,01-Apr-22,Granite and Stone Crushing,4.42,105
20_1,01-Sep-22,Granite and Stone Crushing,4.01,105
15_2,01-Feb-21,Pharmaceuticals and Chemicals,7.75,104
17_3,01-Aug-22,Pharmaceuticals and Chemicals,9.36,104
14_1,01-Sep-22,Granite and Stone Crushing,0,104
22_1,01-Sep-21,Engineering,0.92,103
20_1,01-Jan-22,Granite and Stone Crushing,7.29,103
15_1,01-Feb-22,Engineering,3.6,103
21_2,01-May-19,Food Processing,4.4,102
15_1,01-Jan-21,"Real Estate,Industrial Parks and IT Buildings",1003.17,102
20_1,01-Jun-21,Granite and Stone Crushing,4.69,102
15_2,01-Oct-21,Paper and Printing,3.08,102
14_4,01-Mar-22,Food Processing,6.94,102
15_2,01-Jul-22,Food Processing,0.02,102
23_3,01-Jul-22,Engineering,8.37,102
23_3,01-Mar-23,Engineering,12.17,102
15_1,01-Nov-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.71,101
22_1,01-Sep-22,Food Processing,16.08,101
15_2,01-Dec-22,Pharmaceuticals and Chemicals,16.15,101
15_2,01-Jan-23,Plastic and Rubber,18.07,101
15_2,01-May-19,Others,1,100
15_1,01-May-19,Textiles,2.63,100
23_2,01-Jun-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",390,100
17_2,01-Jun-19,Beverages,0.94,100
17_1,01-Jul-19,Others,12.5,100
15_1,01-Aug-19,Pharmaceuticals and Chemicals,150,100
15_1,01-Sep-19,Food Processing,0.48,100
17_3,01-Oct-19,Pharmaceuticals and Chemicals,1.8,100
17_1,01-Oct-19,Electrical and Electronic Products,11.07,100
15_1,01-Jan-20,Electrical and Electronic Products,1,100
17_3,01-Feb-20,R&D,34.8,100
14_2,01-Apr-20,Food Processing,1.85,100
23_3,01-May-20,Pharmaceuticals and Chemicals,45,100
14_3,01-Jun-20,Textiles,7.56,100
15_1,01-Jun-20,Electrical and Electronic Products,42.7,100
23_1,01-Jul-20,Pharmaceuticals and Chemicals,61.38,100
14_1,01-Nov-20,Agro based incl Cold Storages,0.2,100
15_1,01-Dec-20,Electrical and Electronic Products,4.39,100
17_3,01-Dec-20,Pharmaceuticals and Chemicals,45,100
15_2,01-Jan-21,Textiles,12.99,100
17_2,01-Feb-21,Solar and Other Renewable Energy,4.36,100
20_1,01-Mar-21,Food Processing,2.15,100
21_2,01-Apr-21,Electrical and Electronic Products,1.44,100
17_1,01-May-21,Pharmaceuticals and Chemicals,6.5,100
21_2,01-Jun-21,Food Processing,4,100
15_1,01-Jul-21,Textiles,2.7,100
15_2,01-Jul-21,Textiles,13.02,100
15_1,01-Aug-21,Paper and Printing,3.33,100
17_2,01-Sep-21,Plastic and Rubber,61.04,100
17_1,01-Sep-21,Pharmaceuticals and Chemicals,8,100
15_2,01-Oct-21,Electrical and Electronic Products,3.14,100
22_1,01-Dec-21,Pharmaceuticals and Chemicals,6.38,100
20_4,01-Feb-22,Paper and Printing,35,100
19_4,01-Feb-22,Food Processing,0.23,100
15_3,01-Feb-22,Wood and Leather,1.25,100
17_1,01-Mar-22,Electrical and Electronic Products,18.81,100
15_2,01-Mar-22,Agro based incl Cold Storages,4.4,100
16_1,01-Mar-22,Food Processing,1,100
18_2,01-Apr-22,Pharmaceuticals and Chemicals,7.5,100
23_3,01-Apr-22,Pharmaceuticals and Chemicals,22,100
20_1,01-May-22,Others,8.66,100
14_1,01-Jun-22,Others,7.52,100
15_1,01-Jun-22,Others,1.26,100
21_3,01-Jul-22,Food Processing,2.49,100
15_3,01-Aug-22,Wood and Leather,0.75,100
17_2,01-Aug-22,R&D,56.32,100
15_1,01-Aug-22,Solar and Other Renewable Energy,2.3,100
14_1,01-Sep-22,Others,0.25,100
17_2,01-Sep-22,Agro based incl Cold Storages,11.9,100
17_2,01-Sep-22,Pharmaceuticals and Chemicals,16,100
15_1,01-Sep-22,Food Processing,0.5,100
15_2,01-Oct-22,Others,32,100
23_1,01-Nov-22,Food Processing,0.11,100
14_1,01-Dec-22,Engineering,6,100
15_2,01-Jan-23,Others,53.29,100
17_3,01-Jan-23,R&D,16.55,100
15_3,01-Feb-23,Beverages,45,100
17_3,01-Mar-23,Food Processing,1,100
19_1,01-Apr-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",19.37,99
15_2,01-Sep-19,Food Processing,44.68,99
15_2,01-Jun-22,Pharmaceuticals and Chemicals,11.54,99
20_3,01-Jul-20,Agro based incl Cold Storages,1.77,98
17_2,01-Aug-21,Engineering,6.45,98
15_2,01-Sep-21,Electrical and Electronic Products,1.1,98
21_1,01-Aug-22,Others,9,98
22_1,01-Nov-22,Food Processing,5.44,98
17_2,01-Feb-23,Engineering,14.12,97
14_1,01-Nov-19,Food Processing,65.06,96
15_2,01-Jan-20,Plastic and Rubber,4.36,96
15_2,01-May-20,Engineering,25.37,96
14_3,01-Jul-20,Agro based incl Cold Storages,1.78,96
17_2,01-Apr-21,Pharmaceuticals and Chemicals,1.05,96
15_2,01-Jan-20,Paper and Printing,14.2,95
15_1,01-Oct-21,Agro based incl Cold Storages,11.97,95
14_3,01-Nov-21,Food Processing,20.73,95
15_1,01-Dec-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.76,94
21_3,01-Nov-20,Food Processing,3.93,94
17_2,01-Sep-22,Engineering,9.07,94
15_2,01-Oct-19,Plastic and Rubber,8.32,92
17_3,01-Dec-21,Food Processing,13.26,92
20_1,01-Feb-22,Granite and Stone Crushing,3.51,92
23_2,01-Dec-22,Food Processing,12.46,92
21_2,01-Oct-19,Granite and Stone Crushing,7.21,91
15_2,01-Sep-21,Paper and Printing,3.23,91
15_1,01-Nov-22,Plastic and Rubber,6.46,91
15_1,01-Mar-23,Others,11.59,91
14_1,01-May-19,Food Processing,3.78,90
15_2,01-Aug-19,R&D,4.02,90
17_2,01-Aug-19,Engineering,1.45,90
20_3,01-Dec-19,Textiles,1.43,90
17_2,01-Dec-19,Food Processing,2.79,90
15_2,01-Jan-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",7.23,90
17_1,01-Feb-20,Engineering,9.8,90
17_1,01-May-20,Pharmaceuticals and Chemicals,6,90
17_2,01-Jun-20,R&D,4.9,90
15_2,01-Jul-20,Agro based incl Cold Storages,5.02,90
15_2,01-Aug-20,Plastic and Rubber,1.75,90
20_1,01-Aug-20,Granite and Stone Crushing,2.9,90
15_1,01-Aug-20,Plastic and Rubber,2.44,90
17_2,01-Oct-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",2.49,90
23_2,01-Feb-21,Pharmaceuticals and Chemicals,2.73,90
15_2,01-May-21,Electrical and Electronic Products,3.82,90
15_1,01-Sep-21,Pharmaceuticals and Chemicals,4.22,90
20_1,01-Oct-21,Granite and Stone Crushing,4.61,90
16_1,01-Oct-21,Food Processing,9.9,90
14_1,01-Nov-21,Granite and Stone Crushing,105,90
15_1,01-Dec-21,Others,2.5,90
15_1,01-Jan-22,Electrical and Electronic Products,10,90
17_3,01-Feb-23,Engineering,15.3,90
14_4,01-Mar-23,Food Processing,6.92,90
20_1,01-Mar-23,Granite and Stone Crushing,4.16,90
15_2,01-Jun-20,Plastic and Rubber,14.82,89
15_2,01-Aug-20,Food Processing,2.44,89
15_2,01-Apr-21,Pharmaceuticals and Chemicals,9.41,89
20_1,01-Feb-20,Engineering,0.85,88
17_2,01-Sep-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",3.79,88
23_3,01-Sep-22,Plastic and Rubber,5.42,88
20_1,01-Jul-19,Granite and Stone Crushing,4.86,87
17_3,01-Oct-20,R&D,0.1,87
15_1,01-Mar-22,Engineering,29.88,87
17_2,01-Aug-22,Food Processing,5.99,87
15_1,01-Jun-20,Food Processing,35.84,86
17_1,01-Nov-19,Granite and Stone Crushing,0.08,85
15_1,01-Feb-20,Food Processing,0.84,85
15_2,01-Feb-20,R&D,7.53,85
20_3,01-Aug-20,Food Processing,2.02,85
17_2,01-Oct-20,Textiles,12.71,85
23_3,01-Mar-21,Engineering,8.17,85
20_3,01-Jun-21,Agro based incl Cold Storages,2.48,85
23_1,01-Nov-21,Food Processing,7.82,85
15_1,01-Dec-21,Food Processing,13.47,85
21_2,01-Mar-22,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.06,85
15_2,01-Apr-22,Others,1.22,85
15_1,01-Sep-22,Engineering,4.81,85
15_2,01-Oct-22,Plastic and Rubber,28.98,85
17_2,01-Nov-22,Plastic and Rubber,15.82,85
15_3,01-Sep-19,Food Processing,14.37,84
15_1,01-May-21,Plastic and Rubber,13.24,84
15_2,01-Nov-21,Paper and Printing,4.43,84
20_3,01-Jul-22,Food Processing,3.3,84
17_2,01-Jan-20,Electrical and Electronic Products,3.08,83
15_2,01-Feb-20,Plastic and Rubber,5.74,83
23_3,01-Jul-22,Paper and Printing,11.83,83
15_2,01-Dec-22,Engineering,8.44,83
15_2,01-Jan-23,R&D,2.74,83
20_1,01-Jun-19,Granite and Stone Crushing,3.4,82
20_3,01-Nov-21,Food Processing,2.39,82
15_2,01-Jul-22,Pharmaceuticals and Chemicals,51.13,82
15_1,01-Jul-22,Plastic and Rubber,12.57,82
17_2,01-Feb-23,Wood and Leather,4.67,82
21_2,01-Sep-19,Granite and Stone Crushing,6.05,81
19_3,01-Mar-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.51,81
15_2,01-Jun-21,Plastic and Rubber,11.84,81
20_2,01-Jun-21,Agro based incl Cold Storages,6.65,81
15_2,01-Dec-21,Plastic and Rubber,5.18,81
23_3,01-Sep-22,Others,1.8,81
15_2,01-Sep-22,Plastic and Rubber,6.71,81
15_2,01-Jul-19,Food Processing,14.55,80
14_1,01-Oct-19,Food Processing,105.01,80
21_2,01-Nov-19,Textiles,3.8,80
15_1,01-Mar-20,Textiles,0.03,80
17_2,01-Aug-20,Plastic and Rubber,30,80
15_3,01-Sep-20,Textiles,3.85,80
15_1,01-Dec-20,Agro based incl Cold Storages,16.97,80
15_2,01-Jan-21,Food Processing,11.31,80
17_2,01-Apr-21,Others,8.14,80
20_1,01-May-21,Granite and Stone Crushing,2.73,80
16_1,01-May-21,Engineering,0.24,80
17_2,01-Jun-21,Paper and Printing,5.53,80
17_1,01-Jul-21,Engineering,17.15,80
17_2,01-Jul-21,Others,8.85,80
18_2,01-Sep-21,Pharmaceuticals and Chemicals,15,80
18_2,01-Oct-21,Pharmaceuticals and Chemicals,10.04,80
23_3,01-Oct-21,Food Processing,3.97,80
14_4,01-May-22,Food Processing,17.74,80
17_1,01-Oct-22,Pharmaceuticals and Chemicals,55,80
20_1,01-Oct-22,Granite and Stone Crushing,3.02,80
17_2,01-Nov-22,Engineering,6.5,80
17_2,01-Dec-22,Beverages,14.5,80
15_2,01-Jun-19,Pharmaceuticals and Chemicals,6.91,79
23_3,01-Jan-20,Pharmaceuticals and Chemicals,4.95,79
15_2,01-Mar-20,Plastic and Rubber,2.56,79
21_2,01-Jul-21,Engineering,1.34,79
17_3,01-Sep-21,Food Processing,11.1,79
17_2,01-Jul-22,Electrical and Electronic Products,47.9,79
19_2,01-Sep-22,Food Processing,4.7,79
22_1,01-Aug-19,Granite and Stone Crushing,3.57,78
15_1,01-Sep-20,Food Processing,2.28,78
17_2,01-Oct-21,Plastic and Rubber,10.79,78
20_2,01-Nov-21,Food Processing,3.87,78
15_2,01-Feb-22,Plastic and Rubber,2.12,78
21_3,01-Sep-22,Food Processing,5.07,78
20_1,01-Oct-20,Granite and Stone Crushing,5.06,77
20_1,01-Feb-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.5,77
15_2,01-Nov-21,R&D,16.68,77
17_1,01-Oct-22,Food Processing,12.01,77
22_1,01-May-19,Granite and Stone Crushing,4.02,76
20_1,01-Mar-20,Granite and Stone Crushing,5.45,76
17_1,01-Dec-20,Food Processing,5.41,76
15_2,01-Dec-21,R&D,1.79,76
17_2,01-Mar-23,Paper and Printing,2.09,76
15_2,01-Apr-19,Plastic and Rubber,5.54,75
23_3,01-Apr-19,Pharmaceuticals and Chemicals,0,75
17_2,01-Apr-19,Solar and Other Renewable Energy,27.5,75
20_2,01-Aug-19,Food Processing,8.52,75
17_2,01-Aug-19,Plastic and Rubber,0.95,75
20_1,01-Oct-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.48,75
20_1,01-May-20,Granite and Stone Crushing,7.72,75
15_1,01-Jul-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",2.18,75
21_2,01-Sep-20,Granite and Stone Crushing,10.47,75
15_1,01-Jul-21,Food Processing,1.65,75
15_1,01-Aug-21,Plastic and Rubber,8.2,75
21_3,01-Oct-21,Food Processing,7.14,75
23_1,01-Feb-22,Pharmaceuticals and Chemicals,27,75
14_1,01-Feb-22,Food Processing,6.9,75
14_3,01-Jun-22,Solar and Other Renewable Energy,35.05,75
23_3,01-Oct-22,R&D,12.64,75
23_3,01-Dec-22,Others,3.68,75
15_1,01-Feb-23,Pharmaceuticals and Chemicals,4.81,75
15_1,01-Mar-23,Engineering,7.92,75
23_1,01-Mar-23,Pharmaceuticals and Chemicals,27,75
15_1,01-Nov-20,Engineering,5.71,74
15_2,01-Sep-21,Plastic and Rubber,2.72,74
20_3,01-Mar-22,Food Processing,7.3,74
20_3,01-Sep-22,Food Processing,2.04,74
17_1,01-Jan-23,Plastic and Rubber,3.66,74
23_3,01-Jan-23,Agro based incl Cold Storages,2.9,74
18_2,01-Apr-19,Food Processing,8.96,73
17_1,01-Dec-19,Food Processing,6.01,73
15_1,01-Jan-20,Engineering,5.19,73
22_2,01-Sep-20,Food Processing,6.04,73
19_3,01-Dec-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.61,73
20_3,01-May-22,Food Processing,7.6,73
15_1,01-Sep-19,Wood and Leather,0.94,72
22_1,01-Mar-20,Granite and Stone Crushing,12.65,72
15_1,01-Oct-20,Granite and Stone Crushing,1.42,72
19_2,01-Nov-21,Food Processing,3.21,72
23_3,01-Mar-22,Engineering,5.66,72
15_2,01-Feb-23,R&D,13.6,72
17_2,01-Feb-20,Pharmaceuticals and Chemicals,9.08,71
20_1,01-Jan-21,Food Processing,4.94,71
17_1,01-Mar-21,Pharmaceuticals and Chemicals,0.86,71
18_1,01-Mar-21,Engineering,4.7,71
20_3,01-Jan-22,Food Processing,2.55,71
15_2,01-May-22,Plastic and Rubber,2.09,71
14_3,01-Aug-22,Food Processing,9.06,71
15_2,01-Apr-19,"Real Estate,Industrial Parks and IT Buildings",531,70
15_1,01-Jul-19,Agro based incl Cold Storages,0.82,70
22_1,01-Jul-19,Others,238.33,70
17_2,01-Jul-19,Granite and Stone Crushing,13.2,70
15_2,01-Aug-19,Paper and Printing,12.79,70
17_2,01-Oct-19,Textiles,6.1,70
15_2,01-Jan-20,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.45,70
15_1,01-Mar-20,Wood and Leather,0.48,70
15_1,01-Mar-20,Others,74.32,70
17_2,01-Aug-20,R&D,1.24,70
20_3,01-Apr-21,Agro based incl Cold Storages,1.68,70
15_1,01-May-21,Wood and Leather,0.24,70
17_2,01-Aug-21,Plastic and Rubber,16.57,70
15_1,01-Aug-21,Electrical and Electronic Products,8.5,70
22_1,01-Sep-21,Textiles,1.15,70
14_1,01-Sep-21,Engineering,7.81,70
15_1,01-Nov-21,Pharmaceuticals and Chemicals,30.75,70
20_1,01-Dec-21,Others,6.61,70
17_1,01-Jan-22,Food Processing,10.85,70
17_2,01-Mar-22,Granite and Stone Crushing,0.96,70
17_2,01-Mar-22,Wood and Leather,0.69,70
15_1,01-Apr-22,Electrical and Electronic Products,8.15,70
14_1,01-Aug-22,Engineering,1.78,70
23_3,01-Sep-22,R&D,23.05,70
18_1,01-Sep-22,Food Processing,2.91,70
17_1,01-Sep-22,Engineering,8.64,70
18_2,01-Oct-22,Food Processing,2.94,70
15_2,01-Nov-22,Plastic and Rubber,12.82,70
15_2,01-Dec-22,Others,6.59,70
15_2,01-Dec-22,Agro based incl Cold Storages,84.76,70
23_3,01-Jan-23,Plastic and Rubber,7.69,70
23_3,01-Apr-21,Engineering,5.7,69
20_3,01-May-21,Agro based incl Cold Storages,2.35,69
23_1,01-Aug-21,Engineering,11.64,69
17_1,01-Aug-21,Engineering,5.99,69
20_1,01-Nov-21,Food Processing,2.33,69
18_2,01-Mar-22,Food Processing,20.22,69
17_2,01-Nov-22,Food Processing,88.14,69
15_2,01-Feb-23,Paper and Printing,5.19,69
20_3,01-Jul-19,Agro based incl Cold Storages,1.71,68
22_1,01-Dec-19,Agro based incl Cold Storages,4.09,68
20_1,01-Feb-20,Food Processing,0.92,68
14_1,01-Aug-20,Engineering,2.34,68
23_1,01-Sep-21,Food Processing,19.94,68
14_4,01-Jan-22,Food Processing,5.87,68
17_2,01-May-22,Pharmaceuticals and Chemicals,10.93,68
20_2,01-Mar-23,Food Processing,4.75,68
15_2,01-May-19,Electrical and Electronic Products,6.56,67
17_2,01-Nov-21,Food Processing,30.94,67
14_2,01-Sep-22,Food Processing,2.41,67
17_2,01-Jun-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",11.54,66
23_3,01-Nov-20,Food Processing,5.89,66
20_1,01-Mar-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.09,66
20_2,01-Jul-21,Food Processing,5.09,66
17_3,01-Oct-21,Agro based incl Cold Storages,24.78,66
17_1,01-Mar-22,Paper and Printing,3.25,66
15_2,01-Aug-22,R&D,115.05,66
17_2,01-Nov-19,Food Processing,4.03,65
15_2,01-Nov-19,Electrical and Electronic Products,8.19,65
15_2,01-Dec-19,Others,4,65
17_2,01-Feb-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",8.25,65
16_1,01-May-20,Granite and Stone Crushing,12,65
23_3,01-Aug-20,Electrical and Electronic Products,4.27,65
17_1,01-Aug-20,Others,8.42,65
17_1,01-Jan-21,Plastic and Rubber,5.42,65
15_1,01-Jun-21,"Cement, Cement & Concrete Products, Fly Ash Bricks",3.85,65
23_3,01-Aug-21,Paper and Printing,4.63,65
18_1,01-Aug-21,Food Processing,9.31,65
18_1,01-Dec-21,Agro based incl Cold Storages,15.53,65
15_1,01-Jan-23,Wood and Leather,6.07,65
20_2,01-Oct-19,Food Processing,2.2,64
21_2,01-Jun-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.65,64
18_1,01-Jul-20,Food Processing,6.28,64
20_3,01-Nov-20,Textiles,1.46,64
15_1,01-Dec-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",4.38,64
20_3,01-Mar-21,Agro based incl Cold Storages,1.76,64
15_2,01-Mar-21,Others,20.83,64
17_2,01-Aug-21,Food Processing,2.93,64
21_2,01-Aug-21,Food Processing,2.37,64
15_2,01-Jan-22,Plastic and Rubber,5.3,64
15_3,01-Feb-22,Food Processing,1.13,64
14_1,01-Apr-22,Agro based incl Cold Storages,26.86,64
15_3,01-Jul-22,Food Processing,4.37,64
15_2,01-Feb-20,Paper and Printing,7.89,63
20_1,01-Oct-20,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.98,63
20_3,01-Jan-21,Agro based incl Cold Storages,1.73,63
20_4,01-Jun-21,Food Processing,5.73,63
20_2,01-Jan-22,Food Processing,2.27,63
20_2,01-Dec-22,Food Processing,7.42,63
17_2,01-Feb-23,Food Processing,4.54,63
22_1,01-Jul-19,Granite and Stone Crushing,4.25,62
22_1,01-Aug-19,Agro based incl Cold Storages,5.15,62
22_1,01-Nov-19,Granite and Stone Crushing,1.07,62
23_1,01-Nov-20,Food Processing,2.61,62
20_1,01-Jul-21,Granite and Stone Crushing,2.64,62
18_1,01-Oct-21,Food Processing,7.14,62
17_1,01-Dec-21,Pharmaceuticals and Chemicals,41.96,62
15_3,01-Feb-22,Engineering,21.29,62
14_3,01-Jul-22,Food Processing,5.46,62
23_3,01-Nov-22,Food Processing,9.36,62
17_1,01-Feb-23,Food Processing,3.35,62
20_1,01-Mar-20,Agro based incl Cold Storages,1.19,61
17_3,01-Mar-20,Food Processing,2.15,61
17_2,01-Jun-20,Pharmaceuticals and Chemicals,5.26,61
15_2,01-Nov-21,Textiles,3.74,61
23_3,01-Nov-21,Engineering,6.16,61
23_2,01-Apr-19,Granite and Stone Crushing,6.08,60
17_2,01-Apr-19,"Cement, Cement & Concrete Products, Fly Ash Bricks",8.3,60
15_1,01-Jul-19,Granite and Stone Crushing,2.09,60
20_3,01-Jul-19,Textiles,0.82,60
15_1,01-Sep-19,Pharmaceuticals and Chemicals,0.9,60
14_1,01-Sep-19,Wood and Leather,0.31,60
15_2,01-Sep-19,R&D,7.1,60
21_5,01-Sep-19,Food Processing,14.93,60
23_1,01-Oct-19,Pharmaceuticals and Chemicals,0.5,60
15_2,01-Dec-19,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",1,60
15_1,01-Jan-20,Solar and Other Renewable Energy,19.87,60
17_3,01-Feb-20,Paper and Printing,9.18,60
20_1,01-Feb-20,Agro based incl Cold Storages,0.85,60
15_2,01-May-20,Electrical and Electronic Products,0,60
17_1,01-May-20,Engineering,5.8,60
20_1,01-Aug-20,Food Processing,0.9,60
15_1,01-Aug-20,Solar and Other Renewable Energy,19.87,60
22_2,01-Aug-20,Textiles,3.09,60
15_1,01-Sep-20,Plastic and Rubber,5.08,60
15_1,01-Oct-20,Electrical and Electronic Products,15.58,60
15_1,01-Oct-20,Food Processing,3.05,60
20_4,01-Oct-20,Food Processing,1.93,60
20_4,01-Nov-20,Others,2.79,60
